,Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR
1961,58,Male,44191.23,Rural,Banner,Food,Social Media,1,2023-11-14 20:45:56.904436,0.2149,0.0682
1962,37,Male,45593.27,Urban,Native,Technology,Social Media,3,2024-04-07 20:45:56.904436,0.0557,0.0593
1963,64,Female,47278.52,Rural,Video,Technology,Social Media,6,2023-08-03 20:45:56.904436,0.1806,0.0348
1964,51,Other,68616.94,Urban,Native,Health,Social Media,3,2023-09-26 20:45:56.904436,0.092,0.056
1966,35,Female,33384.39,Urban,Video,Technology,Social Media,4,2023-11-18 20:45:56.904436,0.177,0.1072
1967,50,Male,83560.06,Rural,Text,Food,Search Engine,4,2023-09-13 20:45:56.904436,0.07,0.0899
1968,35,Female,26205.97,Urban,Native,Technology,Website,2,2023-11-06 20:45:56.904436,0.2865,0.0761
1969,34,Female,27272.95,Urban,Text,Fashion,Website,5,2023-04-25 20:45:56.904436,0.2423,0.0099
1970,54,Male,60886.85,Rural,Text,Technology,Website,5,2023-08-07 20:45:56.904436,0.1853,0.0804
1971,24,Male,62233.66,Urban,Banner,Fashion,Search Engine,2,2023-10-04 20:45:56.904436,0.0442,0.0705
1972,35,Female,69493.33,Rural,Text,Finance,Search Engine,6,2024-02-20 20:45:56.904436,0.2767,0.0659
1973,39,Male,42365.24,Urban,Text,Travel,Website,6,2024-01-20 20:45:56.904436,0.0919,0.0087
1974,29,Female,87801.06,Urban,Banner,Fashion,Search Engine,5,2023-09-11 20:45:56.904436,0.1501,0.0588
1975,34,Female,35129.08,Urban,Text,Technology,Social Media,2,2023-07-20 20:45:56.904436,0.1305,0.0208
1976,46,Female,99995.51,Rural,Banner,Food,Social Media,5,2023-05-21 20:45:56.904436,0.1009,0.0351
1977,41,Male,55144.02,Rural,Video,Technology,Website,2,2023-04-28 20:45:56.904436,0.095,0.0629
1978,22,Female,46578.45,Suburban,Video,Food,Search Engine,8,2023-07-08 20:45:56.904436,0.2754,0.0442
1979,18,Female,80303.9,Suburban,Text,Health,Social Media,6,2024-01-08 20:45:56.904436,0.184,0.0281
1980,23,Male,58516.22,Rural,Video,Technology,Website,3,2023-07-21 20:45:56.904436,0.1222,0.0211
1981,35,Other,65869.3,Suburban,Banner,Travel,Search Engine,5,2023-08-21 20:45:56.904436,0.4406,0.0461
1982,32,Male,62462.49,Rural,Native,Fashion,Social Media,9,2023-10-10 20:45:56.904436,0.5361,0.0735
1983,22,Female,40318.05,Suburban,Video,Technology,Website,3,2023-10-05 20:45:56.904436,0.0743,0.075
1984,26,Male,31596.8,Urban,Banner,Finance,Social Media,4,2023-09-16 20:45:56.904436,0.234,0.0597
1986,41,Other,72724.52,Urban,Text,Health,Website,4,2023-09-09 20:45:56.904436,0.1219,0.0607
1987,34,Male,35920.84,Rural,Video,Fashion,Search Engine,3,2023-10-10 20:45:56.904436,0.1616,0.054
1989,35,Male,62399.73,Urban,Banner,Food,Social Media,5,2023-12-25 20:45:56.904436,0.1068,0.0632
1990,55,Male,25653.13,Rural,Video,Travel,Website,3,2023-06-26 20:45:56.904436,0.2926,0.04
1991,23,Male,64866.19,Rural,Banner,Finance,Website,2,2023-12-19 20:45:56.904436,0.0515,0.0414
1992,54,Other,25384.06,Rural,Video,Fashion,Website,5,2024-03-24 20:45:56.904436,0.215,0.0404
1993,30,Male,66327.56,Suburban,Banner,Travel,Search Engine,4,2023-11-26 20:45:56.904436,0.3233,0.0708
1994,37,Female,75797.48,Suburban,Native,Food,Social Media,4,2024-02-25 20:45:56.904436,0.1547,0.0503
1995,36,Female,31119.76,Rural,Native,Travel,Website,2,2024-04-03 20:45:56.904436,0.5709,0.0608
1996,56,Female,64257.95,Urban,Native,Finance,Website,5,2023-10-08 20:45:56.904436,0.0723,0.0658
1997,37,Male,57668.33,Rural,Video,Food,Search Engine,9,2024-03-25 20:45:56.904436,0.2217,0.0562
2002,35,Male,22381.52,Suburban,Native,Health,Search Engine,5,2024-04-11 20:45:56.904436,0.2505,0.0794
2003,20,Male,48901.45,Suburban,Video,Finance,Social Media,5,2024-03-14 20:45:56.904436,0.2094,0.0723
2004,33,Male,58648.65,Rural,Banner,Travel,Search Engine,7,2024-03-12 20:45:56.904436,0.0316,0.0609
2005,24,Male,67801.25,Suburban,Native,Health,Search Engine,5,2023-08-05 20:45:56.904436,0.1651,0.007
2006,23,Male,47928.74,Suburban,Text,Food,Search Engine,3,2023-05-18 20:45:56.904436,0.3437,0.0217
2007,27,Male,63250.25,Suburban,Video,Travel,Website,2,2023-10-31 20:45:56.904436,0.2314,0.0641
2008,45,Female,26962.25,Suburban,Text,Finance,Social Media,2,2024-03-30 20:45:56.904436,0.5885,0.0875
2009,48,Male,55672.83,Suburban,Video,Fashion,Search Engine,9,2023-08-06 20:45:56.904436,0.1486,0.0471
2010,40,Male,75643.88,Rural,Banner,Food,Website,7,2023-12-30 20:45:56.904436,0.0803,0.0435
2011,20,Male,44520.41,Urban,Banner,Health,Website,6,2024-02-22 20:45:56.904436,0.2242,0.0743
2012,44,Male,58021.15,Urban,Native,Technology,Search Engine,5,2023-05-06 20:45:56.904436,0.2208,0.056
2013,45,Female,43585.46,Suburban,Video,Fashion,Social Media,8,2023-09-10 20:45:56.904436,0.0288,0.0493
2014,39,Female,84523.04,Suburban,Text,Travel,Search Engine,4,2023-06-17 20:45:56.905392,0.2082,0.0565
2015,25,Male,60800.11,Urban,Text,Fashion,Website,5,2023-05-06 20:45:56.905392,0.2627,0.0818
2016,45,Female,53417.42,Rural,Native,Technology,Website,4,2023-09-30 20:45:56.905392,0.1037,0.0668
2017,41,Male,63682.55,Suburban,Banner,Fashion,Social Media,3,2023-11-05 20:45:56.905392,0.1508,0.0315
2019,44,Female,27049.85,Suburban,Banner,Technology,Search Engine,3,2024-01-28 20:45:56.905392,0.1238,0.0092
2021,44,Female,39455.12,Urban,Native,Fashion,Social Media,3,2023-07-20 20:45:56.905392,0.2027,0.0448
2022,32,Male,43876.49,Rural,Video,Technology,Website,5,2024-01-24 20:45:56.905392,0.1448,0.0788
2023,52,Male,44395.11,Urban,Banner,Fashion,Social Media,6,2023-05-07 20:45:56.905392,0.1012,0.0733
2024,33,Male,24609.69,Urban,Text,Finance,Social Media,5,2023-07-04 20:45:56.905392,0.0398,0.0407
2025,21,Male,17155.81,Suburban,Native,Health,Social Media,3,2023-11-01 20:45:56.905392,0.1477,0.0181
2026,32,Male,56117.43,Urban,Banner,Travel,Search Engine,4,2023-07-22 20:45:56.905392,0.1632,0.0129
2027,50,Male,49742.59,Urban,Video,Health,Social Media,3,2024-03-29 20:45:56.905392,0.1955,0.0716
2029,33,Male,42843.26,Suburban,Text,Fashion,Social Media,5,2024-03-16 20:45:56.905392,0.0527,0.0509
2030,46,Male,41993.83,Suburban,Text,Health,Search Engine,6,2023-12-26 20:45:56.905392,0.2408,0.0339
2031,38,Male,68149.68,Urban,Text,Travel,Website,11,2024-04-02 20:45:56.905392,0.3443,0.0228
2032,34,Female,68691.97,Urban,Video,Technology,Website,3,2023-07-10 20:45:56.905392,0.1904,0.0215
2033,55,Female,69358.12,Rural,Video,Finance,Social Media,8,2023-12-11 20:45:56.905392,0.3108,0.0341
2034,58,Female,56037.71,Urban,Banner,Technology,Social Media,9,2024-03-27 20:45:56.905392,0.1946,0.0641
2035,44,Male,50723.67,Urban,Native,Technology,Website,10,2024-04-10 20:45:56.905392,0.0804,0.0431
2036,30,Male,51947.53,Urban,Banner,Technology,Website,5,2024-02-03 20:45:56.905392,0.0364,0.0442
2037,57,Male,17847.01,Rural,Text,Technology,Search Engine,2,2023-06-02 20:45:56.905392,0.3346,0.0447
2038,52,Male,21915.87,Rural,Native,Health,Social Media,4,2023-05-14 20:45:56.905392,0.3869,0.0633
2039,45,Female,35762.9,Suburban,Text,Food,Website,5,2023-09-07 20:45:56.905392,0.3074,0.0574
2041,37,Female,49270.16,Urban,Video,Technology,Website,5,2023-10-09 20:45:56.905392,0.4447,0.0554
2042,23,Other,19654.31,Suburban,Video,Travel,Search Engine,5,2023-05-20 20:45:56.905392,0.0182,0.0537
2043,32,Male,98015.06,Suburban,Banner,Fashion,Social Media,6,2023-07-03 20:45:56.905392,0.1389,0.0491
2044,38,Female,46636.54,Urban,Banner,Travel,Search Engine,7,2024-03-29 20:45:56.905392,0.2685,0.053
2045,36,Female,31724.95,Rural,Native,Food,Social Media,2,2023-09-02 20:45:56.905392,0.1204,0.051
2046,27,Male,21289.53,Rural,Text,Technology,Website,7,2024-04-13 20:45:56.905392,0.1573,0.0418
2047,54,Female,65048.95,Urban,Text,Travel,Website,7,2024-03-12 20:45:56.905392,0.1069,0.067
2049,45,Other,60101.07,Rural,Text,Health,Social Media,5,2023-12-17 20:45:56.905392,0.3473,0.0607
2051,40,Female,44260.27,Urban,Text,Technology,Social Media,7,2023-05-04 20:45:56.905392,0.4561,0.0445
2052,21,Male,34371.22,Suburban,Video,Food,Social Media,4,2024-01-20 20:45:56.905392,0.0678,0.023
2053,48,Other,31634.75,Urban,Native,Finance,Social Media,5,2024-02-27 20:45:56.905392,0.0287,0.0748
2054,36,Male,97582.92,Rural,Native,Food,Search Engine,8,2023-04-24 20:45:56.905392,0.1917,0.0242
2055,38,Female,26351.24,Urban,Video,Health,Search Engine,6,2023-05-17 20:45:56.905392,0.4171,0.0175
2056,19,Male,50715.33,Suburban,Video,Health,Search Engine,2,2024-03-25 20:45:56.905392,0.0513,0.0467
2057,25,Male,29890.19,Suburban,Native,Travel,Website,4,2024-03-30 20:45:56.905392,0.0651,0.0288
2058,38,Female,55640.07,Rural,Video,Fashion,Social Media,6,2024-01-17 20:45:56.905392,0.2364,0.0622
2059,43,Male,44657.58,Rural,Banner,Health,Social Media,5,2023-09-04 20:45:56.905392,0.3134,0.0507
2060,78,Female,46715.06,Rural,Banner,Food,Search Engine,7,2023-05-16 20:45:56.905392,0.1923,0.0588
2061,38,Male,78234.73,Rural,Banner,Food,Website,8,2023-07-01 20:45:56.905392,0.267,0.062
2062,49,Female,45079.19,Urban,Banner,Finance,Website,5,2023-07-02 20:45:56.905392,0.3744,0.0423
2065,29,Female,74245.29,Urban,Native,Finance,Social Media,1,2023-05-20 20:45:56.905392,0.3486,0.0486
2067,57,Male,69093.47,Suburban,Video,Finance,Website,6,2023-06-10 20:45:56.905392,0.2203,0.0463
2068,28,Male,39620.22,Rural,Text,Finance,Social Media,3,2023-11-13 20:45:56.905392,0.0999,0.0453
2069,55,Other,66690.3,Suburban,Video,Health,Website,5,2023-08-29 20:45:56.905392,0.3254,0.0572
2070,57,Male,53730.47,Urban,Native,Technology,Website,3,2024-04-06 20:45:56.905392,0.0573,0.039
2071,35,Female,68535.39,Rural,Video,Food,Social Media,5,2023-11-25 20:45:56.905392,0.1499,0.0706
2072,42,Female,34127.1,Rural,Banner,Fashion,Social Media,6,2023-08-10 20:45:56.905392,0.2739,0.0143
2073,34,Other,46136.55,Rural,Video,Finance,Website,3,2023-05-23 20:45:56.905392,0.1666,0.0534
2074,43,Female,25636.47,Suburban,Video,Health,Social Media,5,2023-11-10 20:45:56.905392,0.0122,0.0351
2075,42,Male,26901.2,Urban,Banner,Travel,Website,6,2023-08-04 20:45:56.905392,0.0409,0.0769
2076,33,Male,43784.01,Suburban,Banner,Technology,Search Engine,6,2024-01-18 20:45:56.905392,0.3696,0.0442
2077,42,Male,57656.92,Rural,Text,Fashion,Website,4,2023-08-23 20:45:56.905392,0.0299,0.0657
2078,60,Male,7076.0,Rural,Banner,Technology,Website,6,2023-11-16 20:45:56.905392,0.0065,0.054
2079,45,Female,62980.6,Rural,Native,Travel,Website,4,2024-03-09 20:45:56.905392,0.2631,0.0859
2080,39,Female,93335.21,Suburban,Video,Travel,Website,2,2023-05-08 20:45:56.905392,0.2683,0.0319
2081,36,Female,60395.21,Urban,Video,Travel,Search Engine,7,2023-04-29 20:45:56.905392,0.2211,0.0304
2082,19,Female,28311.54,Rural,Banner,Technology,Website,7,2024-04-13 20:45:56.905392,0.2399,0.0566
2083,19,Male,38896.68,Rural,Video,Technology,Website,4,2023-09-23 20:45:56.905392,0.2412,0.0116
2084,39,Male,61883.04,Urban,Text,Technology,Search Engine,2,2024-03-25 20:45:56.905392,0.0339,0.0382
2086,23,Male,50476.08,Rural,Text,Travel,Search Engine,8,2023-10-02 20:45:56.905392,0.0418,0.0072
2087,54,Male,47086.72,Urban,Banner,Finance,Search Engine,4,2023-11-28 20:45:56.905392,0.2944,0.0704
2088,63,Male,14930.08,Rural,Video,Travel,Search Engine,4,2023-07-21 20:45:56.905392,0.2281,0.0632
2090,59,Other,9113.35,Rural,Text,Finance,Website,5,2023-09-22 20:45:56.905392,0.2135,0.0313
2091,31,Male,32410.34,Urban,Native,Finance,Social Media,9,2024-04-14 20:45:56.905392,0.4907,0.0779
2092,34,Female,32460.93,Urban,Native,Finance,Social Media,4,2024-02-11 20:45:56.905392,0.1298,0.0885
2093,33,Female,45475.45,Suburban,Native,Health,Search Engine,4,2023-10-03 20:45:56.905392,0.0482,0.1053
2094,51,Female,95033.41,Rural,Native,Finance,Website,4,2023-10-04 20:45:56.905392,0.1907,0.0595
2096,41,Male,27003.81,Suburban,Video,Technology,Search Engine,4,2023-07-12 20:45:56.905392,0.1629,0.0715
2097,20,Male,11533.35,Urban,Native,Technology,Social Media,6,2024-04-16 20:45:56.905392,0.1199,0.0372
2098,43,Male,59591.91,Rural,Banner,Food,Social Media,2,2023-07-07 20:45:56.905392,0.0753,0.0511
2099,58,Male,29046.26,Suburban,Banner,Technology,Website,9,2023-11-28 20:45:56.905392,0.1524,0.0568
2100,34,Male,46792.6,Suburban,Native,Travel,Social Media,6,2024-03-07 20:45:56.905392,0.3004,0.0308
2101,40,Male,22260.01,Rural,Text,Fashion,Search Engine,2,2023-10-27 20:45:56.905392,0.4098,0.0179
2102,41,Male,41067.89,Rural,Banner,Food,Social Media,4,2023-06-01 20:45:56.905392,0.1599,0.0574
2103,23,Male,46659.81,Urban,Video,Food,Social Media,0,2023-10-11 20:45:56.905392,0.2271,0.0389
2104,57,Other,24825.79,Urban,Banner,Health,Search Engine,5,2024-02-26 20:45:56.905392,0.2963,0.0395
2105,60,Male,36657.05,Rural,Banner,Food,Social Media,7,2023-05-16 20:45:56.905392,0.0423,0.0872
2106,45,Other,46122.57,Urban,Video,Finance,Search Engine,3,2023-10-24 20:45:56.905392,0.2924,0.0509
2107,36,Male,77714.21,Urban,Banner,Travel,Search Engine,6,2024-04-03 20:45:56.905392,0.2098,0.0694
2108,28,Female,56530.2,Suburban,Text,Finance,Website,3,2023-05-10 20:45:56.905392,0.5386,0.0971
2109,25,Female,56215.88,Rural,Native,Technology,Website,3,2023-12-28 20:45:56.905392,0.1645,0.0623
2110,60,Male,90186.62,Rural,Banner,Technology,Website,4,2024-02-10 20:45:56.905392,0.404,0.0589
2111,56,Female,66622.81,Urban,Video,Finance,Website,5,2023-10-14 20:45:56.905392,0.0269,0.0784
2112,34,Other,42733.12,Suburban,Banner,Finance,Social Media,7,2023-08-12 20:45:56.905392,0.269,0.068
2115,18,Other,71570.86,Rural,Native,Finance,Social Media,10,2024-02-18 20:45:56.905392,0.2558,0.0565
2116,33,Female,26003.2,Urban,Native,Finance,Social Media,6,2023-08-07 20:45:56.905392,0.0921,0.0322
2117,56,Other,70874.18,Suburban,Text,Finance,Social Media,5,2023-09-18 20:45:56.905392,0.1978,0.0616
2118,25,Male,68258.62,Rural,Video,Fashion,Website,2,2024-01-25 20:45:56.905392,0.4778,0.0324
2119,42,Male,47926.48,Urban,Native,Health,Social Media,4,2023-06-18 20:45:56.905392,0.4194,0.0241
2120,54,Male,68165.44,Suburban,Text,Fashion,Search Engine,4,2024-01-21 20:45:56.905392,0.2163,0.0174
2121,36,Female,47804.9,Rural,Banner,Travel,Website,2,2023-12-23 20:45:56.905392,0.3243,0.08
2122,32,Male,27990.38,Rural,Native,Technology,Social Media,9,2024-02-01 20:45:56.905392,0.1368,0.0234
2125,41,Male,35963.08,Urban,Banner,Technology,Search Engine,5,2023-05-18 20:45:56.905392,0.2217,0.0259
2126,31,Male,71602.38,Urban,Video,Finance,Search Engine,2,2023-12-31 20:45:56.905392,0.3561,0.0718
2127,36,Male,54500.58,Rural,Banner,Fashion,Website,4,2023-06-18 20:45:56.905392,0.3123,0.0422
2128,34,Male,63040.81,Rural,Native,Technology,Website,7,2023-05-16 20:45:56.905392,0.2986,0.0699
2129,44,Female,45171.77,Rural,Banner,Finance,Search Engine,6,2023-09-29 20:45:56.905392,0.2177,0.0407
2130,23,Male,23808.03,Suburban,Banner,Travel,Social Media,8,2023-10-20 20:45:56.905392,0.3928,0.0645
2131,29,Other,45846.04,Rural,Native,Technology,Website,6,2023-07-29 20:45:56.905392,0.2208,0.0307
2132,63,Female,52524.32,Rural,Banner,Finance,Website,7,2023-07-18 20:45:56.905392,0.1096,0.046
2133,23,Male,38400.71,Urban,Video,Food,Search Engine,6,2023-07-28 20:45:56.905392,0.1505,0.0309
2134,30,Female,52384.26,Urban,Native,Food,Website,4,2023-06-23 20:45:56.905392,0.1463,0.0641
2135,26,Female,26535.23,Urban,Native,Fashion,Social Media,3,2023-04-28 20:45:56.905392,0.1236,0.0433
2136,41,Female,68208.36,Rural,Video,Fashion,Search Engine,6,2023-11-28 20:45:56.905392,0.0922,0.0475
2137,50,Female,27813.66,Suburban,Banner,Travel,Social Media,6,2023-11-11 20:45:56.905392,0.2328,0.0304
2138,27,Male,77453.18,Urban,Text,Fashion,Search Engine,4,2024-01-08 20:45:56.905392,0.2453,0.0132
2139,28,Female,61851.93,Suburban,Video,Technology,Search Engine,4,2024-02-26 20:45:56.905392,0.2039,0.0416
2140,30,Female,39280.68,Urban,Text,Fashion,Search Engine,5,2024-01-29 20:45:56.905392,0.2922,0.0689
2141,42,Male,65759.19,Urban,Text,Technology,Social Media,5,2023-05-25 20:45:56.905392,0.1943,0.0379
2142,23,Male,39644.05,Suburban,Video,Travel,Search Engine,4,2023-07-31 20:45:56.905392,0.2063,0.0757
2143,29,Other,47280.92,Rural,Native,Fashion,Website,5,2024-01-26 20:45:56.905392,0.1721,0.0491
2146,33,Female,44546.75,Rural,Text,Finance,Search Engine,4,2024-03-22 20:45:56.905392,0.2364,0.0606
2147,48,Female,24525.06,Suburban,Video,Food,Social Media,6,2023-07-10 20:45:56.905392,0.4889,0.0482
2148,39,Female,56306.5,Rural,Video,Technology,Website,1,2024-03-21 20:45:56.905392,0.1921,0.038
2149,18,Other,42632.19,Suburban,Native,Fashion,Search Engine,1,2023-11-29 20:45:56.905392,0.1284,0.0562
2151,37,Male,44608.28,Urban,Native,Food,Social Media,2,2023-08-02 20:45:56.905392,0.3818,0.0627
2153,50,Male,35031.74,Urban,Text,Travel,Search Engine,4,2024-03-16 20:45:56.905392,0.169,0.058
2154,35,Male,12069.37,Rural,Native,Food,Search Engine,5,2024-03-20 20:45:56.905392,0.3299,0.0588
2156,20,Other,66744.15,Urban,Video,Finance,Website,2,2024-03-08 20:45:56.905392,0.1725,0.0521
2157,24,Male,13786.57,Suburban,Banner,Travel,Website,1,2023-09-30 20:45:56.905392,0.2612,0.0921
2160,21,Female,44857.43,Urban,Text,Technology,Website,5,2023-04-26 20:45:56.905392,0.0029,0.044
2161,24,Female,59122.73,Suburban,Text,Travel,Social Media,5,2023-09-02 20:45:56.905392,0.1232,0.0678
2162,24,Male,52029.49,Suburban,Native,Health,Social Media,10,2023-04-24 20:45:56.905392,0.5356,0.042
2163,51,Male,10120.77,Rural,Native,Travel,Social Media,11,2023-12-20 20:45:56.905392,0.2169,0.0668
2164,36,Female,80540.72,Suburban,Text,Finance,Search Engine,4,2023-11-12 20:45:56.905392,0.229,0.0568
2165,20,Male,104672.07,Urban,Video,Food,Website,5,2023-07-20 20:45:56.905392,0.1846,0.0614
2166,29,Female,60483.26,Rural,Banner,Food,Search Engine,7,2024-03-24 20:45:56.905392,0.0627,0.0268
2167,21,Female,51412.6,Suburban,Text,Technology,Social Media,3,2023-06-01 20:45:56.905392,0.1939,0.0337
2168,30,Female,80729.67,Rural,Video,Finance,Search Engine,6,2023-10-19 20:45:56.905392,0.127,0.0167
2169,48,Male,59127.65,Urban,Native,Finance,Website,5,2023-07-16 20:45:56.905392,0.3522,0.0636
2170,38,Male,45047.53,Urban,Banner,Technology,Social Media,9,2023-06-07 20:45:56.905392,0.2345,0.0474
2171,69,Male,68965.16,Urban,Text,Finance,Search Engine,5,2023-09-20 20:45:56.905392,0.2078,0.0329
2172,40,Male,58368.15,Urban,Banner,Fashion,Social Media,6,2023-12-29 20:45:56.905392,0.086,0.0722
2173,21,Female,59305.11,Rural,Native,Food,Search Engine,5,2024-04-19 20:45:56.905392,0.2942,0.0766
2174,47,Male,41628.82,Urban,Native,Technology,Search Engine,4,2023-10-12 20:45:56.905392,0.2978,0.0335
2175,51,Female,14150.84,Rural,Native,Finance,Website,6,2023-10-18 20:45:56.905392,0.4107,0.0378
2176,51,Female,48367.42,Urban,Video,Travel,Social Media,8,2023-05-17 20:45:56.905392,0.1521,0.05
2177,18,Female,52462.08,Rural,Text,Food,Website,3,2023-08-11 20:45:56.905392,0.1296,0.0586
2178,32,Male,7972.54,Suburban,Text,Health,Social Media,3,2023-07-09 20:45:56.905392,0.3128,0.0401
2179,51,Male,56151.5,Rural,Banner,Food,Social Media,6,2023-12-07 20:45:56.905392,0.3761,0.0445
2181,27,Female,27160.74,Rural,Native,Finance,Search Engine,10,2024-03-11 20:45:56.905392,0.0849,0.0739
2183,21,Male,53615.17,Rural,Video,Finance,Search Engine,10,2023-12-07 20:45:56.905392,0.0502,0.0203
2184,19,Female,77051.29,Suburban,Native,Health,Search Engine,9,2024-04-06 20:45:56.905392,0.3511,0.0493
2185,53,Other,7220.58,Rural,Video,Technology,Search Engine,4,2023-10-28 20:45:56.905392,0.0872,0.0705
2186,31,Male,13598.98,Rural,Video,Health,Search Engine,1,2023-11-06 20:45:56.905392,0.0952,0.0063
2187,22,Female,78442.31,Rural,Banner,Fashion,Search Engine,3,2023-09-13 20:45:56.905392,0.1879,0.0343
2188,19,Male,32948.15,Suburban,Video,Travel,Search Engine,3,2023-09-01 20:45:56.905392,0.1326,0.0813
2189,37,Male,46404.9,Suburban,Native,Health,Website,3,2023-08-11 20:45:56.905392,0.2896,0.0
2190,34,Male,33137.78,Rural,Banner,Health,Search Engine,1,2023-10-18 20:45:56.905392,0.2774,0.0776
2191,55,Male,30197.17,Urban,Native,Food,Search Engine,6,2024-02-19 20:45:56.905392,0.2275,0.0401
2192,42,Male,85037.59,Suburban,Banner,Health,Search Engine,4,2023-07-30 20:45:56.905392,0.3362,0.053
2194,25,Female,75745.65,Rural,Video,Technology,Social Media,4,2023-04-28 20:45:56.905392,0.1676,0.0639
2195,51,Male,45616.79,Rural,Native,Fashion,Social Media,11,2024-03-12 20:45:56.905392,0.3301,0.0515
2196,25,Male,69926.49,Urban,Banner,Fashion,Search Engine,6,2024-01-20 20:45:56.905392,0.0412,0.0472
2197,61,Male,28293.89,Rural,Video,Technology,Search Engine,8,2024-02-13 20:45:56.905392,0.1234,0.0556
2198,18,Female,61628.29,Rural,Native,Fashion,Search Engine,5,2023-08-16 20:45:56.905392,0.1958,0.0441
2199,43,Male,45168.94,Urban,Video,Finance,Social Media,4,2023-12-18 20:45:56.905392,0.1142,0.0516
2200,22,Male,44101.79,Rural,Native,Food,Website,7,2023-08-04 20:45:56.905392,0.2737,0.0458
2201,27,Male,47226.2,Rural,Banner,Health,Social Media,4,2023-07-05 20:45:56.905392,0.1865,0.0059
2202,51,Male,68193.73,Urban,Banner,Fashion,Website,2,2023-10-06 20:45:56.905392,0.1191,0.0263
2203,33,Female,45404.09,Urban,Banner,Travel,Social Media,3,2024-01-08 20:45:56.905392,0.2172,0.0755
2204,47,Female,39755.26,Rural,Native,Technology,Search Engine,3,2023-12-17 20:45:56.905392,0.1375,0.0155
2205,42,Female,62514.52,Urban,Video,Health,Website,3,2023-08-03 20:45:56.905392,0.09,0.0492
2206,46,Male,38154.23,Suburban,Native,Fashion,Search Engine,2,2024-03-12 20:45:56.905392,0.1307,0.0598
2207,21,Female,35261.69,Urban,Native,Health,Website,4,2024-01-24 20:45:56.905392,0.0384,0.0633
